record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-07592,FARM-041,COW-173,Murrah Buffalo,7.5,6,85,0,No previous mastitis,Up to date,None,6.47,155660,4.95,39.23,39.28,37.4,101.7,492.0,6.4,54.7,6.4,8.3,8.6,8.3,6.3,2,Morning/Evening,21.9,62.4,Low,0,Normal,18.6,No Risk,0,0
REC-07593,FARM-037,COW-151,HF Cross,3.1,2,30,0,No previous mastitis,Up to date,None,15.35,199113,5.14,39.11,39.17,38.16,75.4,504.0,6.8,57.4,7.1,7.2,7.6,7.6,8.9,2,Morning/Evening,30.0,56.4,Low,0,Normal,3.3,No Risk,0,0
REC-07594,FARM-007,COW-453,HF Cross,4.2,4,264,0,No previous mastitis,Up to date,Antibiotic treatment,18.43,115814,4.72,38.63,38.78,37.86,52.8,488.0,6.9,52.6,7.7,6.9,4.9,8.9,10.0,3,Morning/Noon/Evening,31.7,69.1,Moderate,0,Normal,6.2,No Risk,0,0
REC-07595,FARM-020,COW-350,Other,5.6,4,219,0,No previous mastitis,Up to date,None,11.24,113484,5.52,38.54,38.61,37.44,88.7,520.0,8.3,82.2,7.2,6.9,6.2,8.9,8.0,2,Morning/Evening,29.3,57.9,Low,0,Intermittent,11.7,No Risk,0,0
REC-07596,FARM-034,COW-390,HF Cross,7.5,4,128,0,No previous mastitis,Up to date,None,14.87,183917,4.67,38.43,38.46,37.9,63.6,588.0,7.7,65.0,7.0,5.8,6.9,8.4,8.7,2,Morning/Evening,28.7,84.6,Moderate,0,Normal,5.3,No Risk,0,0
REC-07597,FARM-035,COW-440,Holstein Friesian,7.0,3,289,1,Previous mastitis,Up to date,None,17.84,196347,5.73,38.51,38.65,38.29,86.0,470.0,4.3,83.2,6.2,9.2,9.0,3.6,7.4,3,Morning/Evening,35.7,58.0,Moderate,0,Normal,12.4,No Risk,0,0
REC-07598,FARM-034,COW-122,Jersey,7.9,2,299,0,No previous mastitis,Up to date,None,10.58,447936,5.64,38.89,38.98,37.56,58.0,303.0,5.3,68.1,4.9,9.6,4.8,6.0,8.5,2,Morning/Evening,36.3,59.8,Moderate,1,Normal,51.0,Moderate Risk,1,12
REC-07599,FARM-022,COW-494,Other,7.6,1,76,0,No previous mastitis,Up to date,Antibiotic treatment,7.14,256901,5.33,38.43,38.34,38.16,58.0,437.0,6.1,64.4,5.9,6.0,6.6,5.9,9.5,2,Morning/Evening,33.8,69.3,Moderate,0,Normal,28.2,Low Risk,0,0
REC-07600,FARM-031,COW-108,Gir,6.6,3,299,0,No previous mastitis,Up to date,None,3.44,75797,5.9,38.31,38.41,37.66,84.6,412.0,5.4,65.0,9.0,7.8,9.1,8.2,5.5,2,Morning/Noon/Evening,30.5,52.3,Moderate,0,Intermittent,37.9,Low Risk,0,0
REC-07601,FARM-023,COW-004,HF Cross,5.5,4,45,0,No previous mastitis,Up to date,None,15.03,334896,5.02,39.43,39.42,37.36,81.0,526.0,5.5,73.0,7.7,8.4,6.7,8.4,5.7,2,Morning/Evening,29.4,63.5,Low,1,Normal,9.3,No Risk,0,0
REC-07602,FARM-019,COW-093,Sahiwal,3.2,4,234,0,No previous mastitis,Up to date,None,11.65,203480,5.28,39.06,39.04,37.54,73.7,426.0,9.9,37.4,7.8,5.6,7.0,9.2,4.0,2,Morning/Evening,24.3,50.0,Low,0,Normal,7.1,No Risk,0,0
REC-07603,FARM-004,COW-407,Jersey Cross,2.0,1,244,0,No previous mastitis,Up to date,None,16.9,315336,4.86,38.58,38.55,38.13,71.0,531.0,8.4,67.9,8.7,6.4,4.0,8.9,9.3,2,Morning/Noon/Evening,20.4,67.3,Low,0,Normal,3.0,No Risk,0,0
REC-07604,FARM-024,COW-006,Holstein Friesian,5.4,2,238,0,No previous mastitis,Up to date,None,22.65,166591,4.85,38.39,38.53,37.22,66.0,539.0,7.7,79.2,7.0,6.3,6.3,7.6,6.2,3,Morning/Evening,35.2,58.1,Moderate,0,Normal,5.2,No Risk,0,0
REC-07605,FARM-020,COW-288,Gir,6.6,4,115,0,No previous mastitis,Up to date,None,6.25,309956,6.52,38.31,38.39,37.68,72.1,574.0,7.0,65.6,8.4,9.0,7.9,6.6,8.7,2,Morning/Evening,29.5,62.1,Low,0,Normal,23.1,Low Risk,0,0
REC-07606,FARM-039,COW-106,Gir,2.0,1,164,0,No previous mastitis,Up to date,None,11.97,106279,4.54,38.47,38.63,37.92,81.5,537.0,5.6,99.2,8.4,8.6,5.7,8.8,10.0,2,Morning/Evening,42.0,69.7,Moderate,0,Normal,7.9,No Risk,0,0
REC-07607,FARM-028,COW-146,HF Cross,3.1,5,281,0,No previous mastitis,Up to date,None,13.52,182028,5.78,39.05,39.03,37.76,61.0,542.0,7.2,72.5,6.4,8.2,4.2,5.5,10.0,3,Morning/Evening,26.4,63.2,Low,0,Normal,5.8,No Risk,0,0
REC-07608,FARM-039,COW-271,Jersey,3.4,4,213,0,No previous mastitis,Up to date,Supportive treatment,11.32,123965,5.81,38.55,38.62,38.23,60.6,434.0,6.3,71.7,8.4,6.6,5.5,5.9,6.5,2,Morning/Evening,30.9,76.8,Moderate,0,Normal,8.2,No Risk,0,0
REC-07609,FARM-017,COW-424,Jersey,4.9,1,293,0,No previous mastitis,Up to date,None,7.14,99374,5.67,38.56,38.61,37.8,91.7,588.0,5.8,81.1,7.8,7.7,9.0,4.7,7.8,2,Morning/Evening,33.6,56.1,Moderate,0,Normal,13.5,No Risk,0,0
REC-07610,FARM-019,COW-378,Sahiwal,5.4,2,121,0,No previous mastitis,Up to date,None,7.99,147036,5.62,38.75,38.93,38.08,67.8,492.0,5.7,57.6,6.3,8.9,7.6,8.0,8.0,2,Morning/Noon/Evening,26.1,62.3,Low,0,Normal,20.4,Low Risk,0,0
REC-07611,FARM-048,COW-096,Sahiwal,7.1,3,56,0,No previous mastitis,Up to date,None,7.85,248832,5.67,38.99,38.96,37.44,83.7,469.0,5.6,44.0,9.8,9.4,8.4,4.9,8.7,3,Morning/Noon/Evening,27.8,64.1,Low,0,Normal,11.7,No Risk,0,0
REC-07612,FARM-035,COW-457,Jersey Cross,2.8,3,80,0,No previous mastitis,Up to date,Anti-inflammatory treatment,14.8,218033,5.57,38.62,38.72,37.56,71.9,618.0,4.9,77.8,8.5,6.0,8.0,5.6,5.8,2,Morning/Noon/Evening,28.1,77.7,Moderate,0,Normal,5.1,No Risk,0,0
REC-07613,FARM-032,COW-229,Murrah Buffalo,5.8,4,282,0,No previous mastitis,Partially up to date,None,3.0,92999,5.04,38.55,38.58,38.13,72.3,502.0,7.4,71.9,6.1,4.1,10.0,7.7,10.0,2,Morning/Evening,27.2,80.7,Moderate,0,Normal,39.7,Low Risk,0,0
REC-07614,FARM-047,COW-202,Gir,2.7,1,57,0,No previous mastitis,Up to date,None,7.21,227308,4.92,38.08,38.19,37.38,56.6,535.0,6.0,74.0,7.3,5.5,8.6,7.0,8.1,2,Morning/Noon/Evening,30.8,56.3,Moderate,1,Normal,27.8,Low Risk,1,10
REC-07615,FARM-046,COW-212,Murrah Buffalo,6.7,2,297,0,No previous mastitis,Up to date,None,3.0,419176,6.69,39.11,39.13,38.28,82.3,441.0,7.4,52.6,6.6,6.4,6.9,6.5,10.0,2,Morning/Evening,29.2,63.2,Low,1,Normal,58.9,Moderate Risk,0,0
REC-07616,FARM-047,COW-006,Jersey,4.3,4,51,0,No previous mastitis,Partially up to date,Supportive treatment,14.59,188700,5.17,38.99,39.0,37.79,70.5,482.0,7.6,61.2,9.3,7.6,6.6,3.3,7.2,2,Morning/Evening,19.8,44.8,Low,0,Normal,6.1,No Risk,0,0
REC-07617,FARM-046,COW-112,HF Cross,3.0,4,12,0,No previous mastitis,Partially up to date,Supportive treatment,21.95,152032,5.05,38.52,38.52,37.59,82.1,532.0,7.1,57.2,6.4,8.0,7.8,9.2,8.4,2,Morning/Evening,29.5,68.0,Low,0,Normal,3.8,No Risk,0,0
REC-07618,FARM-039,COW-376,HF Cross,4.0,4,97,1,Previous mastitis,Up to date,None,15.27,990404,7.42,38.48,38.49,38.3,88.2,,7.6,80.2,8.1,7.1,8.9,8.9,8.0,3,Morning/Evening,30.7,68.5,Moderate,0,Normal,15.8,No Risk,0,0
REC-07619,FARM-035,COW-379,Holstein Friesian,3.2,1,109,1,Previous mastitis,Up to date,Antibiotic treatment,20.16,552643,5.78,39.12,39.15,37.6,87.3,449.0,7.0,56.5,6.2,7.8,5.7,7.4,6.7,2,Morning/Noon/Evening,28.8,85.0,Moderate,0,Normal,9.8,No Risk,0,0
REC-07620,FARM-030,COW-447,Gir,5.4,2,257,0,No previous mastitis,Up to date,None,3.23,145553,4.76,38.66,38.63,37.45,90.3,550.0,9.0,74.6,9.6,8.2,7.7,8.4,6.2,2,Morning/Evening,36.4,65.9,Moderate,0,Normal,37.3,Low Risk,0,0
REC-07621,FARM-017,COW-323,Murrah Buffalo,6.3,3,147,0,No previous mastitis,Up to date,None,6.37,107259,5.76,38.74,38.76,38.18,82.3,423.0,6.9,81.0,8.2,6.3,7.3,10.0,7.6,2,Morning/Noon/Evening,30.6,66.5,Moderate,1,Normal,27.7,Low Risk,0,0
REC-07622,FARM-042,COW-106,HF Cross,7.1,5,194,0,No previous mastitis,Partially up to date,None,14.17,141035,5.15,38.16,38.13,38.26,85.4,493.0,8.6,55.6,8.2,6.6,7.5,6.7,5.0,3,Morning/Evening,29.1,62.6,Low,0,Normal,4.2,No Risk,0,0
REC-07623,FARM-047,COW-139,Other,4.3,5,237,0,No previous mastitis,Up to date,None,6.67,160465,4.89,38.49,38.61,37.31,63.4,526.0,8.0,76.2,7.8,8.0,6.5,4.6,7.1,2,Morning/Evening,33.1,74.3,High,1,Normal,22.1,Low Risk,0,0
REC-07624,FARM-029,COW-299,HF Cross,7.7,3,72,0,No previous mastitis,Partially up to date,None,25.0,184434,5.63,39.29,39.28,37.97,84.6,476.0,8.7,67.1,7.5,7.8,7.9,8.6,9.1,2,Morning/Evening,39.2,71.1,High,0,Normal,8.6,No Risk,0,0
REC-07625,FARM-006,COW-401,Jersey Cross,5.2,2,226,0,No previous mastitis,Up to date,None,10.11,145168,5.98,38.12,38.17,37.49,78.5,526.0,9.1,56.6,4.5,5.2,9.1,5.1,6.5,2,Morning/Evening,28.4,73.2,Low,0,Normal,17.1,No Risk,0,0
REC-07626,FARM-017,COW-096,Jersey Cross,7.5,4,126,0,No previous mastitis,Up to date,None,11.51,223990,5.19,38.47,38.64,38.07,80.6,478.0,5.8,86.7,8.1,8.4,7.6,7.4,6.1,2,Morning/Noon/Evening,33.7,93.7,High,1,Normal,19.3,No Risk,0,0
REC-07627,FARM-017,COW-388,Holstein Friesian,4.9,3,260,0,No previous mastitis,Up to date,None,15.71,565467,6.03,38.84,38.91,37.87,88.0,487.0,6.6,77.0,7.5,7.4,4.1,7.2,6.5,2,Morning/Noon/Evening,37.3,50.1,Moderate,0,Normal,9.1,No Risk,0,0
REC-07628,FARM-014,COW-447,HF Cross,4.8,4,27,0,No previous mastitis,Partially up to date,None,16.27,381826,5.58,38.86,38.88,37.99,86.3,547.0,6.8,46.5,5.7,5.6,5.5,10.0,6.8,3,Morning/Evening,28.0,35.2,Low,0,Normal,3.4,No Risk,0,0
REC-07629,FARM-024,COW-452,Jersey Cross,6.2,1,26,0,No previous mastitis,Up to date,None,12.58,146676,5.77,39.1,39.22,37.17,64.2,512.0,6.9,43.2,7.7,6.9,9.8,8.9,6.6,2,Morning/Evening,23.7,76.6,Moderate,0,Normal,6.3,No Risk,0,0
REC-07630,FARM-050,COW-337,Other,5.8,1,299,0,No previous mastitis,Up to date,Antibiotic treatment,10.22,342414,5.52,38.34,38.21,37.96,74.2,451.0,9.0,65.8,5.9,6.9,5.1,9.4,4.0,2,Morning/Evening,31.0,67.4,Moderate,1,Normal,22.1,Low Risk,0,0
REC-07631,FARM-037,COW-297,Jersey Cross,4.2,3,104,1,Previous mastitis,Partially up to date,None,15.18,253553,5.16,38.97,39.04,38.1,100.2,581.0,6.9,63.9,9.7,5.9,5.0,9.5,9.2,2,Morning/Noon/Evening,35.1,61.1,Moderate,0,Normal,13.6,No Risk,0,0
REC-07632,FARM-040,COW-467,HF Cross,7.3,1,40,0,No previous mastitis,Up to date,None,15.11,66832,5.28,38.99,38.94,37.26,67.8,402.0,6.9,85.8,7.5,7.4,6.1,7.3,9.9,2,Morning/Evening,27.7,80.2,Moderate,0,Normal,5.8,No Risk,0,0
REC-07633,FARM-039,COW-389,Jersey,3.5,5,178,0,No previous mastitis,Partially up to date,None,7.12,120753,5.19,39.01,38.87,38.26,76.7,527.0,7.8,62.1,7.4,7.6,5.8,6.4,5.8,2,Morning/Evening,33.9,70.0,High,0,Normal,25.3,Low Risk,0,0
REC-07634,FARM-032,COW-416,Other,6.2,6,201,0,No previous mastitis,Up to date,None,11.91,247806,5.75,38.04,38.13,37.35,76.7,496.0,7.0,59.5,8.2,9.1,7.0,9.4,,2,Morning/Evening,25.1,63.1,Low,0,Intermittent,6.4,No Risk,0,0
REC-07635,FARM-036,COW-214,HF Cross,6.2,4,202,1,Previous mastitis,Up to date,None,10.12,126011,5.79,39.03,39.21,37.7,81.8,512.0,7.2,51.2,6.8,4.7,7.7,9.5,8.4,2,Morning/Evening,27.9,78.7,Moderate,0,Normal,22.7,Low Risk,0,0
REC-07636,FARM-050,COW-454,Other,7.1,4,29,0,No previous mastitis,Up to date,None,13.2,377929,5.94,38.33,38.46,37.68,95.1,409.0,7.5,72.0,7.2,7.4,7.7,7.9,9.5,2,Morning/Evening,28.6,77.0,Moderate,0,Normal,12.8,No Risk,0,0
REC-07637,FARM-037,COW-291,Jersey Cross,7.2,4,247,0,No previous mastitis,Partially up to date,Anti-inflammatory treatment,12.04,430115,6.31,38.06,38.0,37.18,73.5,387.0,6.6,66.3,6.9,6.5,6.2,7.2,5.7,2,Morning/Evening,28.4,75.8,Moderate,0,Normal,19.1,No Risk,0,0
REC-07638,FARM-048,COW-022,Jersey Cross,4.9,2,117,0,No previous mastitis,Up to date,None,11.38,105959,5.4,38.57,38.58,38.2,97.1,524.0,6.3,53.2,6.4,6.7,6.2,9.2,6.7,2,Morning/Noon/Evening,25.1,52.7,Low,0,Normal,7.5,No Risk,0,0
REC-07639,FARM-014,COW-193,Gir,5.3,2,242,0,No previous mastitis,Up to date,None,3.0,83171,5.97,38.3,38.41,38.69,83.2,490.0,7.5,66.0,6.5,10.0,6.5,6.5,9.0,3,Morning/Evening,27.5,58.1,Low,0,Normal,24.2,Low Risk,0,0
REC-07640,FARM-027,COW-468,HF Cross,5.1,3,274,0,No previous mastitis,Up to date,None,16.38,153970,5.68,38.65,38.68,37.81,79.1,439.0,7.2,66.2,7.4,8.8,9.0,8.3,9.2,2,Morning/Evening,20.1,71.5,Low,0,Normal,5.5,No Risk,0,0
REC-07641,FARM-019,COW-150,Gir,8.3,3,247,0,No previous mastitis,Partially up to date,None,6.58,62427,4.78,38.59,38.71,37.74,75.9,483.0,6.9,60.6,7.0,8.9,6.3,6.9,4.8,2,Morning/Evening,32.1,73.7,High,0,Normal,17.3,No Risk,0,0
REC-07642,FARM-031,COW-368,Jersey Cross,6.4,3,149,1,Previous mastitis,Partially up to date,Antibiotic treatment,7.35,418851,5.6,38.9,39.07,37.77,85.9,523.0,6.7,72.5,7.8,7.6,7.6,7.8,6.6,2,Morning/Evening,29.2,84.9,Moderate,0,Normal,39.0,Low Risk,0,0
REC-07643,FARM-046,COW-247,Jersey Cross,7.1,1,96,0,No previous mastitis,Up to date,Supportive treatment,10.54,125360,4.85,38.68,38.91,37.61,83.3,446.0,8.1,56.1,5.7,7.4,6.8,8.2,7.8,2,Morning/Noon/Evening,34.2,61.1,Moderate,0,Normal,11.9,No Risk,0,0
REC-07644,FARM-009,COW-267,Murrah Buffalo,4.7,4,106,0,No previous mastitis,Up to date,Antibiotic treatment,5.65,142736,5.4,38.76,38.74,37.62,63.7,350.0,5.3,79.7,6.2,5.5,6.1,3.3,8.0,2,Morning/Noon/Evening,28.6,68.0,Low,0,Normal,22.4,Low Risk,0,0
REC-07645,FARM-038,COW-461,Holstein Friesian,3.2,4,221,0,No previous mastitis,Up to date,None,26.13,130292,5.94,38.62,38.56,37.83,63.9,506.0,7.1,67.3,7.5,9.8,8.3,8.9,6.7,2,Morning/Evening,20.9,82.1,Moderate,0,Normal,3.5,No Risk,0,0
REC-07646,FARM-017,COW-251,Jersey Cross,3.5,4,175,0,No previous mastitis,Up to date,None,20.5,151859,5.38,38.5,38.63,38.36,94.1,391.0,6.0,68.2,8.3,5.8,6.0,5.8,6.3,2,Morning/Evening,30.4,66.3,Moderate,0,Normal,7.7,No Risk,0,0
REC-07647,FARM-019,COW-490,Jersey,7.0,1,26,0,No previous mastitis,Up to date,None,12.78,81165,5.51,38.46,38.42,37.47,97.4,502.0,9.6,44.6,7.1,7.8,7.4,8.9,7.1,2,Morning/Evening,26.0,70.0,Low,0,Normal,5.4,No Risk,0,0
REC-07648,FARM-044,COW-003,Jersey,3.9,2,91,0,No previous mastitis,Up to date,None,10.3,57543,5.14,38.32,38.41,38.7,44.5,436.0,8.3,98.4,7.0,6.6,8.0,7.9,8.1,3,Morning/Evening,33.8,67.5,Moderate,0,Normal,12.7,No Risk,0,0
REC-07649,FARM-004,COW-393,Jersey Cross,11.0,3,16,0,No previous mastitis,Up to date,Anti-inflammatory treatment,11.65,303513,5.6,38.72,38.82,37.73,72.3,528.0,8.9,58.0,,6.7,7.7,7.3,5.1,2,Morning/Evening,28.0,74.8,Low,1,Normal,14.0,No Risk,0,0
REC-07650,FARM-048,COW-316,Jersey,4.5,2,303,1,Previous mastitis,Up to date,None,11.54,256345,5.42,38.76,38.68,37.5,90.1,520.0,6.6,80.8,7.5,5.1,7.5,7.6,5.3,2,Morning/Evening,38.1,74.1,High,0,Normal,26.8,Low Risk,0,0
REC-07651,FARM-011,COW-076,Jersey Cross,5.8,4,56,0,No previous mastitis,Up to date,Supportive treatment,17.3,264089,5.83,38.58,38.71,38.1,63.8,511.0,5.9,41.1,9.5,7.6,7.1,7.0,,2,Morning/Evening,25.0,48.7,Low,0,Intermittent,6.9,No Risk,0,0
REC-07652,FARM-022,COW-087,Holstein Friesian,5.8,3,51,0,No previous mastitis,Up to date,None,17.81,205888,5.81,38.64,38.74,37.86,81.7,519.0,7.6,54.6,8.1,4.5,7.2,9.4,7.7,2,Morning/Evening,30.1,75.8,Moderate,0,Normal,7.7,No Risk,0,0
REC-07653,FARM-004,COW-270,Holstein Friesian,5.5,2,283,0,No previous mastitis,Up to date,None,20.12,169301,5.52,39.06,38.98,37.58,84.6,405.0,8.7,75.3,6.6,3.5,7.0,6.6,7.2,2,Morning/Evening,31.7,88.1,Moderate,0,Normal,11.9,No Risk,0,0
REC-07654,FARM-017,COW-225,Jersey,3.0,4,110,1,Previous mastitis,Up to date,None,14.47,132672,5.48,38.93,38.9,38.22,82.6,515.0,8.9,44.7,7.7,6.3,6.2,6.3,8.3,2,Morning/Evening,27.5,51.4,Low,0,Normal,6.7,No Risk,0,0
REC-07655,FARM-008,COW-018,Holstein Friesian,5.6,1,66,0,No previous mastitis,Up to date,Supportive treatment,23.65,288922,5.89,38.69,38.88,37.26,75.9,437.0,5.6,56.7,7.6,7.9,6.0,8.6,8.3,2,Morning/Evening,23.0,72.1,Low,1,Normal,11.6,No Risk,0,0
REC-07656,FARM-046,COW-113,Sahiwal,5.6,6,62,0,No previous mastitis,Partially up to date,None,7.66,87113,5.84,38.57,38.62,37.83,73.3,442.0,6.4,42.5,5.4,5.5,7.0,4.1,7.2,2,Morning/Evening,28.1,74.9,Low,0,Normal,14.8,No Risk,0,0
REC-07657,FARM-034,COW-251,Jersey Cross,4.7,3,71,1,Previous mastitis,Partially up to date,None,9.75,326702,6.36,38.21,38.37,38.07,72.6,465.0,7.1,64.7,4.3,4.2,7.3,7.2,7.2,2,Morning/Evening,20.8,52.2,Low,0,Normal,35.0,Low Risk,0,0
REC-07658,FARM-011,COW-233,Other,8.5,4,166,0,No previous mastitis,Partially up to date,None,7.92,299165,5.33,38.08,38.12,37.74,92.6,472.0,9.9,55.4,8.3,9.9,7.4,7.6,6.6,3,Morning/Evening,25.9,58.9,Low,0,Normal,14.1,No Risk,0,0
REC-07659,FARM-031,COW-329,Jersey,2.2,5,6,0,No previous mastitis,Up to date,None,14.71,85470,5.69,39.01,39.1,37.45,83.3,462.0,9.3,76.7,6.2,10.0,7.9,6.4,7.1,3,Morning/Evening,28.2,59.8,Low,0,Normal,6.2,No Risk,0,0
REC-07660,FARM-011,COW-279,Sahiwal,2.5,2,120,1,Previous mastitis,Up to date,Anti-inflammatory treatment,8.21,744557,6.6,38.91,38.89,38.37,68.1,575.0,4.2,75.6,8.9,8.2,5.2,5.2,7.6,2,Morning/Evening,33.5,70.6,High,1,Normal,43.1,Moderate Risk,0,0
REC-07661,FARM-038,COW-202,Gir,6.6,3,59,0,No previous mastitis,Up to date,None,10.91,292647,5.15,38.61,38.59,37.51,74.1,522.0,7.5,57.8,7.9,6.6,7.6,6.0,7.9,2,Morning/Evening,30.3,51.6,Moderate,0,Normal,6.9,No Risk,0,0
REC-07662,FARM-021,COW-083,Holstein Friesian,5.0,3,275,0,No previous mastitis,Up to date,None,21.4,133627,6.1,38.48,38.44,37.45,78.0,530.0,7.7,69.3,7.3,8.0,7.5,8.2,4.5,3,Morning/Evening,27.2,59.8,Low,0,Normal,6.3,No Risk,0,0
REC-07663,FARM-046,COW-125,Gir,3.6,3,79,1,Previous mastitis,Up to date,None,10.24,157159,5.56,39.16,39.24,37.65,77.6,508.0,9.6,44.2,,8.2,7.5,5.1,7.1,2,Morning/Noon/Evening,26.9,72.4,Low,0,Normal,13.4,No Risk,0,0
REC-07664,FARM-030,COW-175,Gir,5.6,3,237,0,No previous mastitis,Up to date,None,4.04,147728,5.92,38.82,38.91,37.74,75.2,450.0,8.2,37.5,6.9,8.0,7.7,5.2,8.1,2,Morning/Noon/Evening,26.5,78.3,Moderate,0,Normal,27.9,Low Risk,0,0
REC-07665,FARM-010,COW-069,HF Cross,6.9,2,156,0,No previous mastitis,Up to date,None,19.23,112674,6.38,38.66,38.72,37.58,77.1,585.0,5.9,56.6,5.6,8.3,5.8,5.8,7.1,2,Morning/Evening,33.1,68.4,Moderate,0,Normal,9.2,No Risk,0,0
REC-07666,FARM-026,COW-047,Gir,2.3,3,138,0,No previous mastitis,Up to date,None,7.28,145206,5.11,38.78,38.9,37.86,80.2,650.0,8.1,68.7,6.8,8.1,7.3,7.8,9.6,2,Morning/Evening,22.3,55.4,Low,0,Normal,16.3,No Risk,0,0
REC-07667,FARM-027,COW-372,HF Cross,6.5,3,173,0,No previous mastitis,Up to date,Antibiotic treatment,14.59,166717,6.52,38.58,38.72,,88.8,406.0,8.7,68.8,5.5,6.7,7.4,5.6,7.1,2,Morning/Evening,25.2,64.7,Low,0,Maintenance,15.6,No Risk,0,0
REC-07668,FARM-008,COW-256,HF Cross,5.8,3,193,1,Previous mastitis,Up to date,None,12.6,159189,7.06,37.96,38.09,38.12,62.8,590.0,7.4,47.7,8.5,7.3,4.3,7.6,7.5,2,Morning/Evening,22.3,70.4,Low,0,Normal,36.5,Low Risk,0,0
REC-07669,FARM-039,COW-215,HF Cross,4.8,4,178,0,No previous mastitis,Up to date,Antibiotic treatment,12.51,639698,6.01,38.66,38.68,37.91,80.2,557.0,7.5,67.8,8.0,8.4,9.3,8.7,8.4,2,Morning/Evening,31.6,86.3,Moderate,0,Intermittent,10.6,No Risk,0,0
REC-07670,FARM-008,COW-030,Murrah Buffalo,5.6,3,144,0,No previous mastitis,Up to date,None,8.12,77244,5.12,38.6,38.74,37.52,79.3,528.0,6.8,76.1,7.1,7.8,5.6,7.8,7.0,2,Morning/Evening,35.8,73.1,High,0,Normal,14.3,No Risk,0,0
REC-07671,FARM-008,COW-281,HF Cross,5.7,3,234,0,No previous mastitis,Up to date,None,17.6,51883,4.88,39.09,39.2,37.94,93.3,485.0,8.7,63.9,7.8,8.5,7.4,6.2,10.0,2,Morning/Evening,31.6,93.0,Moderate,0,Normal,5.5,No Risk,0,0
REC-07672,FARM-034,COW-412,HF Cross,6.2,5,147,0,No previous mastitis,Up to date,None,15.03,120924,5.07,38.82,38.79,37.33,85.1,452.0,5.1,62.8,8.7,5.9,3.6,10.0,,2,Morning/Evening,31.9,77.9,Moderate,1,Normal,7.7,No Risk,0,0
REC-07673,FARM-016,COW-482,Jersey Cross,3.4,2,260,1,Previous mastitis,Up to date,None,19.28,217692,5.67,38.62,38.58,37.36,90.0,443.0,7.4,78.0,4.6,7.7,8.7,10.0,5.3,2,Morning/Evening,26.6,82.6,Moderate,0,Normal,12.9,No Risk,1,14
REC-07674,FARM-041,COW-237,Gir,7.2,2,43,0,No previous mastitis,Up to date,Anti-inflammatory treatment,11.53,117207,5.07,38.28,38.39,37.5,85.6,486.0,8.9,43.9,7.1,6.0,6.0,6.4,5.6,3,Morning/Evening,31.2,60.2,Moderate,0,Normal,7.2,No Risk,0,0
REC-07675,FARM-013,COW-248,Gir,7.0,1,146,0,No previous mastitis,Up to date,None,6.56,63752,5.94,38.95,38.99,37.37,73.1,552.0,8.4,72.3,7.1,7.3,6.3,4.0,7.2,2,Morning/Evening,25.6,77.1,Moderate,0,Intermittent,25.3,Low Risk,0,0
REC-07676,FARM-023,COW-368,Jersey,7.0,7,111,0,No previous mastitis,Partially up to date,None,7.93,197064,5.33,38.93,39.11,38.05,75.8,430.0,6.3,77.1,7.4,6.2,5.4,7.8,7.9,2,Morning/Noon/Evening,26.4,70.2,Low,1,Normal,26.2,Low Risk,0,0
REC-07677,FARM-012,COW-495,Gir,2.1,1,174,0,No previous mastitis,Up to date,None,8.58,291575,5.12,38.38,38.43,37.98,84.7,463.0,6.4,62.6,6.6,6.8,6.2,8.7,6.4,2,Morning/Evening,28.8,95.0,Moderate,1,Normal,17.0,No Risk,0,0
REC-07678,FARM-027,COW-025,HF Cross,7.3,1,246,1,Previous mastitis,Up to date,Supportive treatment,16.03,615580,6.4,38.58,38.59,38.11,97.2,407.0,7.8,85.5,8.2,8.6,7.2,3.5,9.3,2,Morning/Evening,29.2,63.8,Low,0,Normal,11.6,No Risk,0,0
REC-07679,FARM-022,COW-074,Jersey Cross,4.5,5,302,1,Previous mastitis,Up to date,Supportive treatment,12.87,846617,6.61,38.58,38.75,38.43,84.8,525.0,9.5,93.2,8.6,8.0,9.5,8.0,8.6,3,Morning/Evening,37.1,89.4,High,0,Normal,16.3,No Risk,0,0
REC-07680,FARM-032,COW-206,Jersey Cross,6.2,3,213,0,No previous mastitis,Up to date,None,10.75,141815,5.15,38.12,38.07,38.71,83.0,541.0,6.0,76.6,7.2,5.7,8.4,5.5,7.9,2,Morning/Evening,32.9,88.6,High,0,Normal,7.7,No Risk,0,0
REC-07681,FARM-049,COW-490,Gir,2.0,2,103,0,No previous mastitis,Up to date,Antibiotic treatment,5.52,109001,5.31,39.18,39.3,38.16,93.9,422.0,9.1,40.3,8.7,6.5,8.4,8.8,8.5,2,Morning/Evening,29.5,61.1,Low,0,Normal,26.6,Low Risk,0,0
